Site,Depth (m),Day,Chlorophyll-a Fluorescence (RFU),FDOM Fluorescence (RFU) ,Turbidity (NTU),Actual Conductivity  (uS/cm),Specific Conductivity(uS/cm),Salinity(PSU),Resistivity(ohm*cm),Density(g/cm^3),Total Dissolved Solids (ppt),BGA-PC Fluorescence(RFU),Temperature(C),Barometric Pressure(mm Hg),Pressure (psi),Depth(m),Nitrate(NO3-r -N),Nitrate(mV),External Voltage(V),Latitude,Longitude,BGA-PC (ug/L),Chl_a (ug/L),BGA-PC/ Chl-a,bloomstatus Chl-a,bloomstatus BGA-PC,bloomstatus BGA-PC/Chl-a
LP12,2,28-Aug,0.002322,0.021,19583.521,0,0,4.00E-11,10000000,0.9956,0,1.3876,30.24,765.34,2.4192,1.9068,50000,-212.0592,15.3802,,,69.85750285,1.365610588,51.15477535,1,1,0
LP12,2,28-Aug,0.003778,0.024,19524.781,0,0,0.00E+00,10000000,0.9956,0,1.4399,30.25,765.35,2.4204,1.9075,50000,-212.4198,15.3803,,,71.98430949,2.222097647,32.39475528,1,1,0
LP12,2,28-Aug,0.002881,0.025,19491.074,0,0,0.00E+00,10000000,0.9956,0,1.4309,30.24,765.34,2.4217,1.9084,50000,-211.967,15.381,,,71.62209349,1.694854706,42.25854478,1,1,0
LP12,2,28-Aug,0.002861,0.025,19492.842,0,0,0.00E+00,10000000,0.9956,0,1.4305,30.24,765.34,2.4221,1.9087,50000,-212.0126,15.381,,,71.60249593,1.682653529,42.55332111,1,1,0
LP12,2,28-Aug,0.005251,0.018,19897.506,0,0,2.00E-11,10000000,0.9956,0,1.5076,30.23,765.36,2.4217,1.9088,50000,-214.532,15.3723,,,74.68478993,3.088789412,24.1793078,1,1,0
LP12,2,28-Aug,0.003256,0.024,19456.574,0,0,0.00E+00,10000000,0.9956,0,1.401,30.25,765.36,2.4327,1.9162,50000,-212.6609,15.3809,,,70.4066093,1.915080588,36.76430629,1,1,0
LP12,2,28-Aug,0.003206,0.024,19459.742,0,0,0.00E+00,10000000,0.9956,0,1.3969,30.25,765.36,2.4333,1.9167,50000,-212.6883,15.3811,,,70.23859865,1.885988824,37.24231966,1,1,0
LP12,2,28-Aug,0.002962,0.023,19366.674,0,0,4.00E-10,10000000,0.9956,0,1.352,30.24,765.35,2.4336,1.9169,50000,-211.8367,15.3732,,,68.38573836,1.742565882,39.24427711,1,1,0
LP12,2,28-Aug,0.002989,0.023,19357.31,0,0,4.00E-10,10000000,0.9956,0,1.3475,30.24,765.35,2.4339,1.9171,50000,-211.8083,15.3727,,,68.199297,1.758000588,38.79367132,1,1,0
LP12,2,28-Aug,0.003015,0.023,19347.95,0,0,5.00E-10,10000000,0.9956,0,1.343,30.24,765.36,2.4343,1.9174,50000,-211.78,15.3722,,,68.01256601,1.773435882,38.350733,1,1,0
LP12,2,28-Aug,0.004405,0.022,19176.03,0,0,0.00E+00,10000000,0.9956,0,1.5076,30.26,765.34,2.4361,1.9184,50000,-211.8635,15.3731,,,74.68276915,2.590964118,28.82431626,1,1,0
LP12,2,28-Aug,0.002117,0.023,19541.66,0,0,0.00E+00,10000000,0.9956,0,1.4075,30.24,765.37,2.4363,1.9186,50000,-212.7678,15.3805,,,70.671696,1.245185882,56.75594064,1,1,0
LP12,2,28-Aug,0.002075,0.023,19542.828,0,0,0.00E+00,10000000,0.9956,0,1.4072,30.24,765.37,2.4375,1.919,50000,-212.7974,15.381,,,70.65933719,1.220842353,57.87752777,1,1,0
LP12,2,28-Aug,0.002034,0.023,19543.994,0,0,0.00E+00,10000000,0.9956,0,1.4069,30.24,765.37,2.4388,1.9193,50000,-212.8271,15.3814,,,70.64698121,1.196498235,59.04478514,1,1,0
LP12,2,28-Aug,0.004257,0.023,19180.79,0,0,0.00E+00,10000000,0.9956,0,1.4997,30.26,765.34,2.4393,1.9194,50000,-211.8984,15.3737,,,74.3720697,2.503871176,29.70283392,1,1,0
LP12,2,28-Aug,0.00638,0.024,19099.322,0,0,4.00E-10,10000000,0.9956,0,1.4915,30.25,765.34,2.4391,1.9205,50000,-211.9855,15.3634,,,74.04885561,3.752746471,19.73191,1,1,0
LP12,2,28-Aug,0.006174,0.024,19126.928,0,0,4.00E-10,10000000,0.9956,0,1.4858,30.25,765.34,2.4397,1.9208,50000,-212.0084,15.3641,,,73.82059052,3.632037647,20.32484178,1,1,0
LP12,2,28-Aug,0.000215,0.025,19342.918,0,0,0.00E+00,10000000,0.9956,0,1.4033,30.27,765.37,2.4456,1.9257,50000,-212.9371,15.3808,,,70.5008653,0.126264118,558.3602564,0,1,1
LP12,2,28-Aug,0.000565,0.025,19340.547,0,0,2.00E-12,10000000,0.9956,0,1.401,30.27,765.37,2.4465,1.9262,50000,-212.885,15.3803,,,70.40517146,0.332138235,211.9755091,0,1,0
LP12,2,28-Aug,0.002411,0.026,19531.303,0,0,5.00E-11,10000000,0.9956,0,1.372,30.24,765.34,2.424,1.9265,50000,-211.8458,15.3633,,,69.21287473,1.418301765,48.79982274,1,1,0
LP12,2,28-Aug,0.002244,0.026,19546.041,0,0,4.00E-11,10000000,0.9956,0,1.3666,30.24,765.34,2.4225,1.9266,50000,-211.8324,15.3631,,,68.99313617,1.319917647,52.2707885,1,1,0
LP12,2,28-Aug,0.002077,0.026,19560.78,0,0,2.00E-11,10000000,0.9956,0,1.3613,30.24,765.34,2.421,1.9267,50000,-211.8191,15.3628,,,68.77299781,1.221534118,56.30051326,1,1,0
LP12,2,28-Aug,0.000915,0.025,19338.174,0,0,1.00E-11,10000000,0.9956,0,1.3987,30.27,765.37,2.4473,1.9268,50000,-212.8329,15.3798,,,70.30940683,0.538011765,130.683772,0,1,0
LP12,2,28-Aug,0.005163,0.027,19193.496,0,0,4.00E-10,10000000,0.9956,0,1.4244,30.27,765.35,2.4394,1.9272,50000,-211.8227,15.3742,,,71.35557142,3.037269412,23.49332961,1,1,0
LP12,2,28-Aug,0.005337,0.018,19179.473,0,0,4.00E-10,10000000,0.9956,0,1.4123,30.23,765.37,2.4484,1.9273,50000,-214.697,15.3714,,,70.8638881,3.139132353,22.57435499,1,1,0
LP12,2,28-Aug,0.005263,0.018,19181.568,0,0,4.00E-10,10000000,0.9956,0,1.4105,30.23,765.37,2.4493,1.928,50000,-214.7118,15.3711,,,70.79263007,3.095641765,22.86848267,1,1,0
LP12,2,28-Aug,0.002776,0.025,19625.113,0,0,0.00E+00,10000000,0.9956,0,1.394,30.25,765.36,2.4571,1.931,50000,-212.2264,15.3732,,,70.12030544,1.632771176,42.94558017,1,1,0
LP12,2,28-Aug,0.00311,0.023,19561.955,0,0,0.00E+00,10000000,0.9956,0,1.3909,30.23,765.33,2.4542,1.931,50000,-212.4354,15.3801,,,69.99192596,1.829177647,38.26414896,1,1,0
LP12,2,28-Aug,0.006916,0.022,19340.67,0,0,4.00E-11,10000000,0.9956,0,1.3283,30.27,765.35,2.455,1.9312,50000,-212.2173,15.3723,,,67.39804856,4.068302353,16.56662723,1,1,0
LP12,2,28-Aug,0.003093,0.023,19561.494,0,0,0.00E+00,10000000,0.9956,0,1.3916,30.23,765.33,2.4551,1.9316,50000,-212.3866,15.3806,,,70.01899442,1.819535882,38.48178819,1,1,0
LP12,2,28-Aug,0.007033,0.022,19349.969,0,0,3.00E-11,10000000,0.9956,0,1.3225,30.27,765.35,2.4559,1.9319,50000,-212.2148,15.3719,,,67.15357317,4.136997059,16.23244402,1,1,0
LP12,2,28-Aug,0.002735,0.025,19633.287,0,0,0.00E+00,10000000,0.9956,0,1.393,30.25,765.36,2.459,1.9322,50000,-212.2015,15.3727,,,70.07587804,1.608811176,43.55755298,1,1,0
LP12,2,28-Aug,0.005863,0.019,19226.506,0,0,1.00E-11,10000000,0.9956,0,1.4189,30.23,765.38,2.4559,1.9324,50000,-214.6578,15.3722,,,71.13590865,3.44875,20.62657735,1,1,0
LP12,2,28-Aug,0.002465,0.026,19618.129,0,0,0.00E+00,10000000,0.9956,0,1.3868,30.26,765.32,2.459,1.9333,50000,-212.4609,15.3654,,,69.82543659,1.450122353,48.15141043,1,1,0
LP12,2,28-Aug,0.002694,0.025,19641.463,0,0,0.00E+00,10000000,0.9956,0,1.3919,30.25,765.36,2.4609,1.9334,50000,-212.1766,15.3722,,,70.03142628,1.584851765,44.18799778,1,1,0
LP12,2,28-Aug,0.003271,0.019,19285.297,0,0,0.00E+00,10000000,0.9956,0,1.3747,30.23,765.36,2.4588,1.9352,50000,-215.0571,15.3643,,,69.32645631,1.923927059,36.03382778,1,1,0
LP12,2,28-Aug,0.003111,0.019,19276.545,0,0,0.00E+00,10000000,0.9956,0,1.3696,30.23,765.36,2.4594,1.9356,50000,-215.0863,15.3638,,,69.11697239,1.829797059,37.77302628,1,1,0
LP12,2,28-Aug,0.002504,0.026,19638.842,0,0,0.00E+00,10000000,0.9956,0,1.3888,30.26,765.32,2.4625,1.9357,50000,-212.4224,15.3644,,,69.90520908,1.473031176,47.45670711,1,1,0
LP12,2,28-Aug,0.002951,0.019,19267.795,0,0,0.00E+00,10000000,0.9956,0,1.3646,30.23,765.36,2.4599,1.9361,50000,-215.1155,15.3633,,,68.90712551,1.735666471,39.70067214,1,1,0
LP12,2,28-Aug,0.005235,0.027,19211.611,0,0,4.00E-10,10000000,0.9956,0,1.4271,30.27,765.35,2.4608,1.9366,50000,-211.7842,15.3734,,,71.46700774,3.079208824,23.2095359,1,1,0
LP12,2,28-Aug,0.002543,0.026,19659.553,0,0,0.00E+00,10000000,0.9956,0,1.3907,30.26,765.32,2.466,1.9381,50000,-212.384,15.3634,,,69.9849294,1.495939412,46.78326464,1,1,0
LP12,2,28-Aug,0.005931,0.019,19152.01,0,0,0.00E+00,10000000,0.9956,0,1.4168,30.23,765.38,2.4664,1.9403,50000,-214.6657,15.372,,,71.04677972,3.488864118,20.36387125,1,1,0
LP12,2,28-Aug,0.005306,0.027,19229.727,0,0,5.00E-10,10000000,0.9956,0,1.4299,30.27,765.36,2.4823,1.9461,50000,-211.7457,15.3726,,,71.57834357,3.121148235,22.93333677,1,1,0
LP12,2,28-Aug,0.002824,0.023,19706.28,0,0,0.00E+00,10000000,0.9956,0,1.3431,30.23,765.34,2.4752,1.9463,50000,-213.5553,15.372,,,68.01465327,1.661377647,40.93870734,1,1,0
LP12,2,28-Aug,0.002789,0.023,19720.605,0,0,0.00E+00,10000000,0.9956,0,1.3372,30.23,765.34,2.4772,1.9478,50000,-213.636,15.372,,,67.76853927,1.640667647,41.30546451,1,1,0
LP12,2,28-Aug,0.002754,0.023,19734.932,0,0,0.00E+00,10000000,0.9956,0,1.3312,30.23,765.34,2.4792,1.9492,50000,-213.7167,15.372,,,67.52191849,1.619957059,41.68130144,1,1,0
LP12,2,28-Aug,0.002266,0.025,19378.55,0,0,0.00E+00,10000000,0.9956,0,1.3641,30.26,765.33,2.4918,1.9516,50000,-212.4602,15.3874,,,68.88886632,1.333054118,51.6774716,1,1,0
LP12,2,28-Aug,0.002306,0.025,19384.53,0,0,0.00E+00,10000000,0.9956,0,1.3622,30.26,765.33,2.4925,1.9539,50000,-212.463,15.3886,,,68.80910562,1.35649,50.72584805,1,1,0
LP12,2,28-Aug,0.002346,0.025,19390.508,0,0,0.00E+00,10000000,0.9956,0,1.3603,30.26,765.33,2.4933,1.9561,50000,-212.4659,15.3898,,,68.7293005,1.379925882,49.80651599,1,1,0
LP12,2,28-Aug,0.004484,0.023,19928.42,0,0,0.00E+00,10000000,0.9956,0,1.2881,30.23,765.34,2.4176,1.9651,50000,-212.1245,15.3724,,,65.70441793,2.637775294,24.90902772,1,1,0
LP12,2,28-Aug,0.004606,0.023,19957.27,0,0,0.00E+00,10000000,0.9956,0,1.2817,30.23,765.34,2.4191,1.9701,50000,-212.126,15.3722,,,65.43255511,2.709147647,24.15245075,1,1,0
LP12,2,28-Aug,0.004727,0.023,19986.12,0,0,0.00E+00,10000000,0.9956,0,1.2753,30.23,765.34,2.4206,1.9752,50000,-212.1275,15.3719,,,65.16006145,2.780520588,23.43448264,1,1,0
LP12,2,28-Aug,0.004174,0.008,24033.623,0,0,0.00E+00,10000000,0.9956,0,1.5002,30.29,765.36,2.5256,1.9775,50000,-214.4418,15.372,,,74.39084223,2.455503529,30.29555501,1,1,0
LP12,2,28-Aug,0.003795,0.009,19680.184,0,0,0.00E+00,10000000,0.9956,0,1.4295,30.31,765.34,2.5342,1.9817,50000,-214.3734,15.372,,,71.56188733,2.232332941,32.05699563,1,1,0
LP12,2,28-Aug,0.007467,0.008,19576.113,0,0,4.00E-10,10000000,0.9956,0,1.4302,30.31,765.36,2.5286,1.9826,50000,-214.831,15.3793,,,71.59107978,4.392334706,16.2990948,1,1,0
LP12,2,28-Aug,0.007845,0.008,19543.39,0,0,4.00E-10,10000000,0.9956,0,1.4313,30.31,765.36,2.5309,1.9843,50000,-214.8705,15.38,,,71.6359252,4.614671765,15.52351475,1,1,0
LP12,2,28-Aug,0.003732,0.009,19703.053,0,0,1.00E-11,10000000,0.9956,0,1.4363,30.31,765.34,2.5381,1.9849,50000,-214.3856,15.3716,,,71.83943233,2.195441765,32.72208513,1,1,0
LP12,2,28-Aug,0.008223,0.008,19510.666,0,0,4.00E-10,10000000,0.9956,0,1.4324,30.31,765.36,2.5333,1.986,50000,-214.9099,15.3807,,,71.68075032,4.837008824,14.81923084,1,1,0
LP12,2,28-Aug,0.002102,0.024,19789.145,0,0,0.00E+00,10000000,0.9956,0,1.3828,30.23,765.35,2.5334,1.9921,50000,-212.1173,15.372,,,69.65915091,1.236311765,56.34432421,1,1,0
LP12,2,28-Aug,0.001972,0.024,19789.566,0,0,0.00E+00,10000000,0.9956,0,1.3874,30.23,765.35,2.5417,1.9955,50000,-212.117,15.372,,,69.84707629,1.160162941,60.20454009,1,1,0
LP12,2,28-Aug,0.001843,0.024,19789.99,0,0,0.00E+00,10000000,0.9956,0,1.3919,30.23,765.35,2.55,1.9988,50000,-212.1167,15.372,,,70.03470818,1.084014118,64.60682293,1,1,0
LP12,2,28-Aug,0.00404,0.01,19636.34,0,0,4.00E-10,10000000,0.9956,0,1.5192,30.31,765.32,2.5552,2.0022,50000,-214.19,15.3557,,,75.14274262,2.376731765,31.61599627,1,1,0
LP12,2,28-Aug,0.003973,0.006,19656.781,0,0,9.00E-11,10000000,0.9956,0,1.4796,30.26,765.32,2.5625,2.0078,50000,-215.0172,15.3775,,,73.57316592,2.336888824,31.48338302,1,1,0
LP12,2,28-Aug,0.003962,0.01,19624.297,0,0,4.00E-10,10000000,0.9956,0,1.5106,30.31,765.32,2.564,2.0083,50000,-214.1914,15.3572,,,74.80459771,2.330865882,32.09305104,1,1,0
LP12,2,28-Aug,0.003962,0.006,19659.61,0,0,9.00E-11,10000000,0.9956,0,1.4771,30.26,765.32,2.5652,2.0097,50000,-215.0099,15.3775,,,73.47392558,2.330759412,31.52359922,1,1,0
LP12,2,28-Aug,0.001455,0.009,19560.812,0,0,3.00E-11,10000000,0.9956,0,1.4837,30.31,765.36,2.5664,2.0105,50000,-214.0822,15.3726,,,73.73828375,0.855691765,86.173885,0,1,0
LP12,2,28-Aug,0.001681,0.009,19572.256,0,0,5.00E-11,10000000,0.9956,0,1.4812,30.31,765.36,2.5671,2.0109,50000,-214.1149,15.3729,,,73.63869229,0.98871,74.4795666,0,1,0
LP12,2,28-Aug,0.004454,0.009,20025.082,0,0,0.00E+00,10000000,0.9956,0,1.3862,30.31,765.35,2.5727,2.0123,50000,-215.2095,15.3643,,,69.80078407,2.61973,26.64426642,1,1,0
LP12,2,28-Aug,0.004544,0.009,20032.72,0,0,0.00E+00,10000000,0.9956,0,1.3804,30.31,765.35,2.5728,2.0125,50000,-215.2547,15.3638,,,69.56179087,2.672652353,26.02724997,1,1,0
LP12,2,28-Aug,0.004633,0.009,20040.361,0,0,0.00E+00,10000000,0.9956,0,1.3746,30.31,765.35,2.573,2.0127,50000,-215.2999,15.3633,,,69.32231864,2.725575294,25.43401343,1,1,0
LP12,2,28-Aug,0.002093,0.005,18086.113,0,0,4.00E-10,10000000,0.9956,0,1.4326,30.25,765.33,2.5739,2.0155,50000,-214.1489,15.3634,,,71.69083636,1.231305882,58.22341744,1,1,0
LP12,2,28-Aug,0.00212,0.005,18173.822,0,0,4.00E-10,10000000,0.9956,0,1.4343,30.25,765.33,2.5732,2.0161,50000,-214.1313,15.3639,,,71.75920168,1.247240588,57.53437017,1,1,0
LP12,2,28-Aug,0.002147,0.005,18261.53,0,0,4.00E-10,10000000,0.9956,0,1.436,30.25,765.33,2.5725,2.0167,50000,-214.1137,15.3644,,,71.82752521,1.263175294,56.86267421,1,1,0
LP12,2,28-Aug,0.003337,0.004,19513.719,0,0,3.00E-13,10000000,0.9956,0,1.4707,30.25,765.34,2.5384,2.0193,50000,-213.7373,15.372,,,73.22059335,1.962868235,37.30285714,1,1,0
LP12,2,28-Aug,0.003282,0.004,19512.59,0,0,1.00E-11,10000000,0.9956,0,1.4682,30.25,765.34,2.5441,2.0216,50000,-213.7544,15.372,,,73.1189514,1.930477059,37.8761048,1,1,0
LP12,2,28-Aug,0.001145,0.004,21840.219,0,0,4.00E-10,10000000,0.9956,0,1.454,30.25,765.3,2.5942,2.0242,50000,-213.8071,15.3643,,,72.55134684,0.673356471,107.7458226,0,1,0
LP12,2,28-Aug,0.001608,0.007,20464.271,0,0,0.00E+00,10000000,0.9956,0,1.4134,30.29,765.37,2.5935,2.0286,50000,-214.4154,15.38,,,70.90853917,0.945957059,74.95957506,0,1,0
LP12,2,28-Aug,0.000482,0.009,20127.633,0,0,6.00E-11,10000000,0.9956,0,1.4482,30.31,765.37,2.5983,2.0317,50000,-214.1819,15.3711,,,72.31871138,0.283424118,255.160753,0,1,0
LP12,2,28-Aug,0.001344,0.004,19694.615,0,0,2.00E-11,10000000,0.9956,0,1.4437,30.25,765.32,2.6067,2.0382,50000,-214.039,15.3721,,,72.13837843,0.790367059,91.27199522,0,1,0
LP12,2,28-Aug,0.001441,0.004,19726.977,0,0,4.00E-11,10000000,0.9956,0,1.4423,30.25,765.32,2.6119,2.0419,50000,-214.0312,15.3719,,,72.07885396,0.847558824,85.0428925,0,1,0
LP12,2,28-Aug,0.001538,0.004,19759.34,0,0,7.00E-11,10000000,0.9956,0,1.4408,30.25,765.32,2.617,2.0456,50000,-214.0234,15.3717,,,72.01930092,0.90475,79.60132735,0,1,0
LP12,2,28-Aug,0.003873,0.009,19766.178,0,0,0.00E+00,10000000,0.9956,0,1.4331,30.31,765.33,2.6202,2.0482,50000,-214.4151,15.381,,,71.70949842,2.278084706,31.47797719,1,1,0
LP12,2,28-Aug,0.003027,0.011,19267.3,0,0,4.00E-10,10000000,0.9956,0,1.4141,30.31,765.33,2.6223,2.0488,50000,-215.3308,15.381,,,70.9408557,1.780766471,39.83725932,1,1,0
LP12,2,28-Aug,0.003047,0.011,19286.855,0,0,4.00E-10,10000000,0.9956,0,1.4139,30.31,765.32,2.6252,2.0501,50000,-215.2905,15.381,,,70.93162734,1.792075294,39.58071828,1,1,0
LP12,2,28-Aug,0.001419,0.007,20219.736,0,0,0.00E+00,10000000,0.9956,0,1.4089,30.29,765.37,2.6238,2.051,50000,-214.4033,15.3804,,,70.72707933,0.834484118,84.75545287,0,1,0
LP12,2,28-Aug,0.003765,0.009,19777.9,0,0,0.00E+00,10000000,0.9956,0,1.4317,30.31,765.33,2.6245,2.0512,50000,-214.4361,15.3808,,,71.65225433,2.214767647,32.35204127,1,1,0
LP12,2,28-Aug,0.003066,0.011,19306.408,0,0,4.00E-10,10000000,0.9956,0,1.4137,30.31,765.32,2.6281,2.0515,50000,-215.2502,15.381,,,70.92239828,1.803384706,39.32738148,1,1,0
LP12,2,28-Aug,0.004091,0.008,23990.47,0,0,0.00E+00,10000000,0.9956,0,1.5039,30.29,765.37,2.625,2.0517,50000,-214.3928,15.372,,,74.54029398,2.406423529,30.97555068,1,1,0
LP12,2,28-Aug,0.003819,0.009,19586.83,0,0,4.00E-10,10000000,0.9956,0,1.4122,30.31,765.33,2.6703,2.0522,50000,-214.0177,15.3811,,,70.86028243,2.246716471,31.53948589,1,1,0
LP12,2,28-Aug,0.002313,0.008,,0,0,5.00E-10,10000000,0.9956,0,1.4414,30.26,765.32,2.6265,2.0529,50000,-218.299,15.3613,,,72.04283534,1.360834118,52.94020365,1,1,0
LP12,2,28-Aug,0.002896,0.007,19608,0,0,0.00E+00,10000000,0.9956,0,1.4054,30.29,765.33,2.6284,2.0533,50000,-214.4059,15.372,,,70.58663467,1.703647059,41.43266312,1,1,0
LP12,2,28-Aug,0.002107,0.009,20228.754,0,0,5.00E-11,10000000,0.9956,0,1.5465,30.31,765.35,2.6283,2.0537,50000,-214.7241,15.3703,,,76.20980852,1.239129412,61.50270325,1,1,0
LP12,2,28-Aug,0.003719,0.009,19597.516,0,0,4.00E-10,10000000,0.9956,0,1.4115,30.31,765.33,2.67,2.0538,50000,-214.0411,15.3809,,,70.83199909,2.187694118,32.37746928,1,1,0
LP12,2,28-Aug,0.002365,0.008,,0,0,5.00E-10,10000000,0.9956,0,1.4411,30.26,765.32,2.6278,2.0538,50000,-218.0928,15.3621,,,72.03392278,1.391292353,51.77482836,1,1,0
LP12,2,28-Aug,0.002417,0.008,,0,0,5.00E-10,10000000,0.9956,0,1.4409,30.26,765.32,2.629,2.0547,50000,-217.8867,15.3629,,,72.02500554,1.42175,50.65940253,1,1,0
LP12,2,28-Aug,0.002008,0.009,20274.684,0,0,4.00E-11,10000000,0.9956,0,1.5516,30.31,765.35,2.6299,2.055,50000,-214.7661,15.3706,,,76.40897165,1.181131765,64.69131888,1,1,0
LP12,2,28-Aug,0.003619,0.009,19608.203,0,0,4.00E-10,10000000,0.9956,0,1.4108,30.31,765.33,2.6697,2.0554,50000,-214.0645,15.3807,,,70.80371737,2.128671765,33.26192348,1,1,0
LP12,2,28-Aug,0.000283,0.009,20144.803,0,0,3.00E-11,10000000,0.9956,0,1.4538,30.31,765.37,2.6329,2.056,50000,-214.1514,15.3714,,,72.54233417,0.166297647,436.2198472,0,1,1
LP12,2,28-Aug,0.002872,0.007,19629.277,0,0,0.00E+00,10000000,0.9956,0,1.4089,30.29,765.34,2.6324,2.056,50000,-214.4276,15.3722,,,70.72639488,1.689391176,41.86501971,1,1,0
LP12,2,28-Aug,0.001909,0.009,20320.613,0,0,2.00E-11,10000000,0.9956,0,1.5567,30.31,765.35,2.6316,2.0562,50000,-214.808,15.371,,,76.60781858,1.123134118,68.20896752,1,1,0
LP12,2,28-Aug,0.003664,0.008,19402.457,0,0,0.00E+00,10000000,0.9956,0,1.4173,30.28,765.34,2.6359,2.0586,50000,-214.1503,15.3723,,,71.06788777,2.155394706,32.97209906,1,1,0
LP12,2,28-Aug,0.002624,0.011,19707.994,0,0,2.00E-11,10000000,0.9956,0,1.4205,30.31,765.34,2.6364,2.0589,50000,-214.0566,15.3723,,,71.19917613,1.543632941,46.12442132,1,1,0
LP12,2,28-Aug,0.001088,0.003,21913.33,0,0,4.00E-10,10000000,0.9956,0,1.451,30.25,765.3,2.6414,2.0591,50000,-213.7875,15.3638,,,72.42908422,0.640268824,113.1229282,0,1,0
LP12,2,28-Aug,0.003603,0.008,19423.781,0,0,0.00E+00,10000000,0.9956,0,1.419,30.28,765.34,2.6371,2.0595,50000,-214.1336,15.3728,,,71.1388241,2.119373529,33.56596802,1,1,0
LP12,2,28-Aug,0.003542,0.008,19445.104,0,0,0.00E+00,10000000,0.9956,0,1.4208,30.28,765.34,2.6383,2.0604,50000,-214.1169,15.3733,,,71.20971553,2.083352941,34.18034176,1,1,0
LP12,2,28-Aug,0.004212,0.008,19766.012,0,0,5.00E-10,10000000,0.9956,0,1.4,30.31,765.36,2.6437,2.0627,50000,-214.5368,15.3814,,,70.36342591,2.477767647,28.39791132,1,1,0
LP12,2,28-Aug,0.002531,0.011,19719.66,0,0,6.00E-12,10000000,0.9956,0,1.4176,30.31,765.34,2.6421,2.0629,50000,-214.0344,15.3721,,,71.08176144,1.488723529,47.74678445,1,1,0
LP12,2,28-Aug,0.004129,0.008,19746.938,0,0,4.00E-10,10000000,0.9956,0,1.4054,30.31,765.36,2.6451,2.0637,50000,-214.493,15.3817,,,70.58604325,2.428631765,29.06411926,1,1,0
LP12,2,28-Aug,0.004045,0.008,19727.865,0,0,4.00E-10,10000000,0.9956,0,1.4109,30.31,765.36,2.6465,2.0648,50000,-214.4492,15.382,,,70.80825705,2.379496471,29.75766424,1,1,0
LP12,2,28-Aug,0.001426,0.007,19860.924,0,0,0.00E+00,10000000,0.9956,0,1.4154,30.28,765.33,2.6453,2.0658,50000,-213.8421,15.381,,,70.99381285,0.839037647,84.6133819,0,1,0
LP12,2,28-Aug,0.002437,0.011,19731.324,0,0,0.00E+00,10000000,0.9956,0,1.4147,30.31,765.33,2.6478,2.0668,50000,-214.0121,15.3719,,,70.96423057,1.433814118,49.4933267,1,1,0
LP12,2,28-Aug,0.003268,0.007,19875.598,0,0,0.00E+00,10000000,0.9956,0,1.4586,30.28,765.33,2.6469,2.0668,50000,-214.0981,15.3801,,,72.73736409,1.922131176,37.84203961,1,1,0
LP12,2,28-Aug,0.003299,0.007,19894.27,0,0,0.00E+00,10000000,0.9956,0,1.4614,30.28,765.33,2.6474,2.0672,50000,-214.1022,15.3804,,,72.84733077,1.940705294,37.53652396,1,1,0
LP12,2,28-Aug,0.001604,0.007,19861.197,0,0,1.00E-11,10000000,0.9956,0,1.4199,30.28,765.33,2.6478,2.0675,50000,-213.8539,15.3808,,,71.17574842,0.943517647,75.4365842,0,1,0
LP12,2,28-Aug,0.001197,0.008,20607.992,0,0,0.00E+00,10000000,0.9956,0,1.4035,30.29,765.34,2.6477,2.0675,50000,-214.5696,15.3633,,,70.50816299,0.704185294,100.1272869,0,1,0
LP12,2,28-Aug,0.001303,0.008,20557.865,0,0,0.00E+00,10000000,0.9956,0,1.4057,30.29,765.34,2.6491,2.0684,50000,-214.5729,15.3638,,,70.59624383,0.766567059,92.09402231,0,1,0
LP12,2,28-Aug,0.002587,0.01,19488.037,0,0,0.00E+00,10000000,0.9956,0,1.461,30.31,765.36,2.6501,2.0687,50000,-213.7915,15.3895,,,72.83199109,1.52172,47.86162441,1,1,0
LP12,2,28-Aug,0.002639,0.01,19489.484,0,0,0.00E+00,10000000,0.9956,0,1.4635,30.31,765.36,2.651,2.0693,50000,-213.8061,15.389,,,72.93368641,1.552235882,46.98621341,1,1,0
LP12,2,28-Aug,0.001409,0.008,20507.74,0,0,0.00E+00,10000000,0.9956,0,1.4078,30.29,765.34,2.6505,2.0693,50000,-214.5762,15.3643,,,70.68426549,0.828948824,85.26975785,0,1,0
LP12,2,28-Aug,0.004345,0.007,20492.84,0,0,0.00E+00,10000000,0.9956,0,1.3749,30.26,765.34,2.6607,2.0695,50000,-213.7904,15.382,,,69.33590565,2.555622353,27.13073219,1,1,0
LP12,2,28-Aug,0.002238,0.006,19813.264,0,0,2.00E-11,10000000,0.9956,0,1.5105,30.27,765.33,2.6448,2.0697,50000,-214.6128,15.372,,,74.80063486,1.316647647,56.81142941,1,1,0
LP12,2,28-Aug,0.004213,0.007,20456.29,0,0,0.00E+00,10000000,0.9956,0,1.3816,30.26,765.34,2.6579,2.0699,50000,-213.8134,15.3815,,,69.60965011,2.478398235,28.08654764,1,1,0
LP12,2,28-Aug,0.004082,0.007,20419.736,0,0,0.00E+00,10000000,0.9956,0,1.3882,30.26,765.34,2.6551,2.0703,50000,-213.8364,15.381,,,69.88278385,2.401173529,29.10359581,1,1,0
LP12,2,28-Aug,0.003951,0.007,20383.186,0,0,0.00E+00,10000000,0.9956,0,1.3949,30.26,765.34,2.6523,2.0707,50000,-213.8594,15.3805,,,70.15530688,2.323948824,30.18797409,1,1,0
